keyword,count,avg_points,parent
Mt.,56,0.44375000000000003,Origin
Signature,56,0.39821428571428574,Origin
Ravoire,56,0.34196428571428567,Origin
Sokol,56,0.5026785714285714,Origin
RidgeCabernet,56,0.3803571428571429,Origin
Y,56,0.4089285714285714,Origin
Vicente,56,0.30892857142857144,Origin
Geyser,56,0.36428571428571427,Origin
Negro,56,0.3776785714285714,Origin
Syrah-Cabernet,55,0.44636363636363635,Origin
Roble,55,0.3009090909090909,Origin
Chalk,55,0.4754545454545454,Origin
Dame,55,0.49,Origin
RidgePinot,55,0.36272727272727273,Origin
Blanc-Semillon,55,0.39454545454545453,Origin
Scansano,55,0.37545454545454543,Origin
Sélection,55,0.4754545454545454,Origin
Listrac-Médoc,55,0.4390909090909091,Origin
Heights,55,0.41818181818181815,Origin
Sec,55,0.3709090909090909,Origin
Sarah's,55,0.43363636363636365,Origin
Conde,55,0.32545454545454544,Origin
Trois,54,0.43425925925925923,Origin
Sagrantino,54,0.45185185185185184,Origin
7,54,0.4351851851851852,Origin
Woodward,54,0.5898148148148148,Origin
Collines,54,0.4694444444444445,Origin
Demi-Sec,54,0.36574074074074076,Origin
Torre,54,0.32962962962962966,Origin
Winemaker's,54,0.3351851851851852,Origin
Gravels,54,0.5240740740740741,Origin
EstateEstate,53,0.43113207547169813,Origin
Original,53,0.2943396226415094,Origin
Star,53,0.39245283018867927,Origin
Glen,53,0.28679245283018867,Origin
Bolgheri,53,0.5150943396226415,Origin
Bruto,53,0.3292452830188679,Origin
Years,53,0.5518867924528302,Origin
Newt,53,0.4018867924528302,Origin
Colli,53,0.3405660377358491,Origin
Amalie,53,0.4490566037735849,Origin
Encantada,53,0.5537735849056604,Origin
Owen,53,0.5367924528301886,Origin
To,53,0.5018867924528302,Origin
Bouschet,53,0.46981132075471693,Origin
Alicante,53,0.4481132075471698,Origin
Sheldrake,53,0.380188679245283,Origin
Beaulieu,53,0.4462264150943396,Origin
Ross,52,0.5173076923076922,Origin
VIneyard,52,0.5240384615384616,Origin
Arbor,52,0.4673076923076923,Origin
Goose,52,0.37403846153846154,Origin
Principe,52,0.37884615384615383,Origin
Syrah-Grenache,52,0.4346153846153846,Origin
EstateCabernet,52,0.47980769230769227,Origin
FilsCuvée,52,0.40865384615384615,Origin
Charmes,52,0.43365384615384617,Origin
Diablo,52,0.30865384615384617,Origin
G.,52,0.5173076923076922,Origin
Vila,52,0.3336538461538462,Origin
d'Abruzzo,52,0.29134615384615387,Origin
Pine,52,0.4480769230769231,Origin
Global,51,0.3990196078431373,Origin
Giovanni,51,0.4794117647058823,Origin
CrestReserve,51,0.4372549019607843,Origin
Doña,51,0.3568627450980392,Origin
Rosé),51,0.37745098039215685,Origin
Gamay,51,0.3568627450980392,Origin
Johanneshof,51,0.5245098039215687,Origin
Meunier,51,0.4598039215686274,Origin
Pascual,51,0.38627450980392153,Origin
Cellars,51,0.3333333333333333,Origin
Quintas,51,0.4176470588235294,Origin
S.,50,0.419,Origin
Jean-Claude,50,0.426,Origin
Himmelreich,50,0.523,Origin
South,50,0.361,Origin
Roi,50,0.47600000000000003,Origin
Feinherb,50,0.47700000000000004,Origin
Marcel,50,0.536,Origin
Deux,50,0.413,Origin
Marsanne,50,0.4,Origin
Elk,50,0.537,Origin
Prinz,50,0.518,Origin
Lucien,49,0.4642857142857143,Origin
Alexander,49,0.36122448979591837,Origin
QuintasQuinta,49,0.5183673469387755,Origin
Aged,49,0.34489795918367344,Origin
Passito,49,0.5030612244897958,Origin
Ronco,49,0.4091836734693878,Origin
Portal,49,0.3765306122448979,Origin
Comune,49,0.48265306122448975,Origin
G,49,0.5326530612244899,Origin
III,49,0.5214285714285715,Origin
Gold,49,0.41530612244897963,Origin
James,49,0.3622448979591837,Origin
Edna,49,0.3826530612244898,Origin
Jean-Paul,48,0.546875,Origin
Jadot,48,0.5427083333333333,Origin
M,48,0.4875,Origin
Garcia,48,0.23958333333333334,Origin
Chandon,48,0.44895833333333335,Origin
NaggiarEstate,48,0.3822916666666667,Origin
WinesMonte,48,0.42812500000000003,Origin
Vinos,48,0.378125,Origin
Stefano,48,0.46249999999999997,Origin
Ford,48,0.3364583333333333,Origin
Beerenauslese,48,0.609375,Origin
Duca,48,0.3520833333333333,Origin
Plaisance,47,0.37340425531914895,Origin
Goat,47,0.5606382978723404,Origin
Avellino,47,0.4,Origin
HillReserve,47,0.3925531914893617,Origin
Roger,47,0.474468085106383,Origin
Andes,47,0.3095744680851064,Origin
Bota,47,0.23404255319148937,Origin
Moreau,47,0.5617021276595744,Origin
Dog,47,0.3585106382978724,Origin
Juffer,47,0.5808510638297872,Origin
Jaume,47,0.4127659574468085,Origin
Purple,47,0.4297872340425532,Origin
Gunter,47,0.44680851063829785,Origin
Principi,47,0.41063829787234046,Origin
Archery,47,0.573404255319149,Origin
Privada,47,0.3574468085106383,Origin
HaagBrauneberger,47,0.5819148936170213,Origin
Pazo,47,0.3585106382978724,Origin
Grenache),47,0.5446808510638298,Origin
C.,47,0.4531914893617021,Origin
Classic,47,0.4010638297872341,Origin
Lava,47,0.36808510638297876,Origin
Lorenzo,47,0.4957446808510638,Origin
Terrazas,46,0.4097826086956522,Origin
Gordon,46,0.3945652173913043,Origin
Fernand,46,0.4771739130434782,Origin
V,46,0.44239130434782614,Origin
Pagos,46,0.3021739130434783,Origin
Tre,46,0.41847826086956524,Origin
Club,46,0.36086956521739133,Origin
Golan,46,0.43369565217391304,Origin
Peak,46,0.3717391304347826,Origin
Eyrie,46,0.6152173913043478,Origin
Bien,46,0.6043478260869566,Origin
Serra,45,0.4222222222222222,Origin
WinemakersCompanhia,45,0.4,Origin
Fessy,45,0.39111111111111113,Origin
CrestGrand,45,0.3844444444444445,Origin
Kalon,45,0.5855555555555556,Origin
Williamsburg,45,0.29888888888888887,Origin
Telmo,45,0.4122222222222222,Origin
Christian,45,0.5455555555555556,Origin
Segura,45,0.30777777777777776,Origin
Alexandria,45,0.4177777777777778,Origin
Nova,45,0.4488888888888889,Origin
Sleight,45,0.5322222222222222,Origin
Elevation,45,0.4488888888888889,Origin
Zin,45,0.3466666666666667,Origin
Umani,45,0.4066666666666667,Origin
Bellevue,44,0.35340909090909095,Origin
Haut-Brion,44,0.6465909090909091,Origin
Parras,44,0.31022727272727274,Origin
MontesAlpha,44,0.425,Origin
alla,44,0.4295454545454545,Origin
Viognier),44,0.4602272727272727,Origin
Negra,44,0.35340909090909095,Origin
Aegerter,44,0.4772727272727273,Origin
Diamond,44,0.5227272727272727,Origin
Farmed,44,0.3852272727272727,Origin
High,44,0.41363636363636364,Origin
Smith,44,0.5318181818181817,Origin
9,44,0.4375,Origin
MacMurray,44,0.4,Origin
Noir),44,0.42045454545454547,Origin
Korbel,44,0.3159090909090909,Origin
L,44,0.5227272727272727,Origin
Ximénez,44,0.4806818181818182,Origin
Spéciale,44,0.39886363636363636,Origin
Beaujolais,44,0.25795454545454544,Origin
Quady,44,0.4840909090909091,Origin
GormanThe,44,0.5556818181818182,Origin
Alex,44,0.553409090909091,Origin
Stag's,43,0.5244186046511629,Origin
Cap,43,0.41395348837209306,Origin
Chêne,43,0.44069767441860463,Origin
am,43,0.4906976744186047,Origin
Pink,43,0.27674418604651163,Origin
II,43,0.4372093023255814,Origin
Roc,43,0.3616279069767442,Origin
Sauvignon-Carmenère,43,0.3651162790697674,Origin
Mouton,43,0.5116279069767442,Origin
Station,43,0.42906976744186043,Origin
Viudas,43,0.313953488372093,Origin
Emmerich,43,0.6465116279069768,Origin
Semillon-Sauvignon,43,0.4511627906976744,Origin
Ryan,43,0.48023255813953486,Origin
Viejas,43,0.41395348837209306,Origin
Slope,43,0.5034883720930232,Origin
Agiorgitiko,43,0.3511627906976744,Origin
Juan,43,0.29651162790697677,Origin
Cedar,43,0.3023255813953488,Origin
Pires,43,0.3546511627906977,Origin
Bianca,43,0.39999999999999997,Origin
Ruby,43,0.4174418604651163,Origin
Araucano,43,0.3,Origin
Muskateller,43,0.4255813953488372,Origin
Soos,43,0.5290697674418605,Origin
Fort,43,0.5290697674418605,Origin
Weissburgunder,42,0.4904761904761905,Origin
Gnarly,42,0.33095238095238094,Origin
Cascas,42,0.4357142857142857,Origin
Woodbridge,42,0.22023809523809523,Origin
RanchEstate,42,0.4166666666666667,Origin
Tardives,42,0.6059523809523809,Origin
VineyardReserve,42,0.47261904761904766,Origin
Pape,42,0.5761904761904761,Origin
Force,42,0.555952380952381,Origin
Five,42,0.40238095238095234,Origin
Barrels,42,0.44999999999999996,Origin
Barefoot,42,0.20476190476190476,Origin
Manseng,42,0.3416666666666667,Origin
Ribolla,42,0.3869047619047619,Origin
Vougeot,42,0.6476190476190476,Origin
Léoville,42,0.7107142857142857,Origin
Verdelho,42,0.37023809523809526,Origin
Clément,41,0.4878048780487805,Origin
Taurasi,41,0.5073170731707317,Origin
Grapefield,41,0.501219512195122,Origin
Den,41,0.5182926829268293,Origin
Marquis,41,0.41829268292682925,Origin
Ferrer,41,0.44634146341463415,Origin
VigourouxChâteau,41,0.5060975609756098,Origin
Bruno,41,0.5548780487804879,Origin
Celler,41,0.40487804878048783,Origin
Roero,41,0.36829268292682926,Origin
Marie,41,0.42804878048780487,Origin
Browne,41,0.40853658536585363,Origin
Valdemar,41,0.2768292682926829,Origin
EstatePinot,41,0.42804878048780487,Origin
Sisters,41,0.39999999999999997,Origin
Antica,41,0.3439024390243902,Origin
Domdechant,41,0.5524390243902438,Origin
Cape,41,0.4231707317073171,Origin
CreekChardonnay,41,0.32682926829268294,Origin
12,41,0.4146341463414634,Origin
WineryPinot,41,0.36585365853658536,Origin
Shannon,41,0.4036585365853659,Origin
Antonio,41,0.4268292682926829,Origin
Market,41,0.448780487804878,Origin
Conti,41,0.4304878048780487,Origin
Godello,41,0.35,Origin
Anton,41,0.5560975609756098,Origin
Gustave,41,0.4146341463414634,Origin
WeilKiedrich,41,0.6756097560975609,Origin
Sea,41,0.4853658536585366,Origin
Rooster,40,0.31124999999999997,Origin
Verdot),40,0.48375,Origin
Bernhard,40,0.51375,Origin
Castel,40,0.35375,Origin
JM,40,0.5337500000000001,Origin
Beni,40,0.48875,Origin
Xavier,40,0.355,Origin
A.,40,0.40125,Origin
Long,40,0.39625,Origin
Ruca,40,0.385,Origin
Matanzas,40,0.47125000000000006,Origin
Chamisal,40,0.5237499999999999,Origin
Conte,40,0.3625,Origin
Silvan,40,0.31,Origin
Würzgarten,40,0.5549999999999999,Origin
Fabre,40,0.34125,Origin
Raptor,40,0.43375,Origin
Grenache-Syrah,40,0.43875000000000003,Origin
Owl,40,0.3925,Origin
Meyer,40,0.4225,Origin
Green,40,0.485,Origin
Francs,39,0.3717948717948718,Origin
F,39,0.6397435897435897,Origin
Pech,39,0.41794871794871796,Origin
Line,39,0.3628205128205128,Origin
Pepper,39,0.4923076923076923,Origin
Vigneti,39,0.3782051282051282,Origin
Rio,39,0.3782051282051282,Origin
Love,39,0.4807692307692308,Origin
B.,39,0.5166666666666666,Origin
Panther,39,0.4974358974358975,Origin
Vignoble,39,0.4269230769230769,Origin
Albino,39,0.47948717948717945,Origin
EstateChardonnay,39,0.33974358974358976,Origin
Semillon,39,0.4064102564102564,Origin
Blanc-Chardonnay,39,0.3628205128205128,Origin
Tortoise,39,0.28846153846153844,Origin
Sylvaner,39,0.4282051282051282,Origin
Benoît,39,0.5615384615384615,Origin
WillaKenzie,39,0.5179487179487179,Origin
Prima,39,0.3923076923076923,Origin
MaryhillProprietor's,39,0.3269230769230769,Origin
Senhora,39,0.5115384615384615,Origin
Vinha,39,0.5397435897435897,Origin
Roux,39,0.45641025641025645,Origin
RosaLa,39,0.39999999999999997,Origin
VineyardCabernet,39,0.45128205128205134,Origin
Joya,39,0.29743589743589743,Origin
Fielding,38,0.5263157894736842,Origin
Ashton,38,0.5276315789473685,Origin
Mireille,38,0.4473684210526316,Origin
LatourLes,38,0.5697368421052631,Origin
Cristo,38,0.425,Origin
HillsEstate,38,0.4302631578947369,Origin
Page,38,0.3105263157894737,Origin
Eric,38,0.4447368421052631,Origin
Frères,38,0.4328947368421052,Origin
RanchPinot,38,0.3671052631578947,Origin
Cinsault,38,0.4342105263157895,Origin
Lauren,38,0.5276315789473685,Origin
Swiftwater,38,0.4407894736842105,Origin
Tin,38,0.29473684210526313,Origin
Pio,38,0.4565789473684211,Origin
CellarsSyrah),38,0.4407894736842105,Origin
Vieille,38,0.31447368421052635,Origin
Rôtie,38,0.5118421052631579,Origin
Franco,38,0.5052631578947369,Origin
ToroCasillero,38,0.2736842105263158,Origin
Kingston,38,0.443421052631579,Origin
Nickel,38,0.5605263157894737,Origin
Claiborne,38,0.45526315789473687,Origin
Cask,38,0.28289473684210525,Origin
VineyardsThe,38,0.42894736842105263,Origin
FilsCollection,38,0.34868421052631576,Origin
Mailly,38,0.5486842105263158,Origin
Thurston,38,0.42894736842105263,Origin
Perdrix,38,0.5026315789473684,Origin
Klassik,38,0.4513157894736843,Origin
Moulis-en-Médoc,38,0.47500000000000003,Origin
Freemark,38,0.5342105263157895,Origin
McIntyre,38,0.47500000000000003,Origin
Spindrift,38,0.40657894736842104,Origin
Hunt,38,0.3328947368421053,Origin
Eden,38,0.5407894736842106,Origin
Ciel,38,0.5539473684210526,Origin
Traminer,38,0.4486842105263158,Origin
FilsLa,38,0.4039473684210526,Origin
Felipe,38,0.3539473684210526,Origin
Baco,38,0.46842105263157896,Origin
Verde,38,0.4052631578947368,Origin
Lago,37,0.2945945945945946,Origin
Brothers,37,0.43648648648648647,Origin
Jacob's,37,0.35135135135135137,Origin
Soleil,37,0.4581081081081081,Origin
Triguedina,37,0.5418918918918919,Origin
Cos,37,0.595945945945946,Origin
Mia,37,0.44054054054054054,Origin
Tannat-Cabernet,37,0.5364864864864866,Origin
Treppchen,37,0.5216216216216216,Origin
Ranches,37,0.3621621621621622,Origin
Kent,37,0.4108108108108108,Origin
Meses,37,0.34459459459459457,Origin
Spann,37,0.30675675675675673,Origin
Vascos,37,0.3121621621621622,Origin
Bianchi,37,0.32297297297297295,Origin
Lorenzi,37,0.4216216216216216,Origin
Classique,37,0.3918918918918919,Origin
Terroirs,37,0.4094594594594595,Origin
Carol,37,0.4486486486486487,Origin
Collina,37,0.3810810810810811,Origin
20,37,0.5337837837837838,Origin
Bench,37,0.4351351351351352,Origin
Jos.,37,0.6135135135135135,Origin
Joh.,37,0.6135135135135135,Origin
Va,37,0.5121621621621621,Origin
Fields,37,0.46756756756756757,Origin
Rui,37,0.44054054054054054,Origin
Mill,37,0.3932432432432433,Origin
Molino,37,0.48918918918918924,Origin
SisquocFlood,37,0.3581081081081081,Origin
Farms,37,0.43108108108108106,Origin
Gundlach,37,0.4608108108108108,Origin
Winter's,37,0.3918918918918919,Origin
el,37,0.3081081081081081,Origin
Leflaive,37,0.5824324324324325,Origin
Shiraz-Cabernet,37,0.39459459459459456,Origin
Silvaner,37,0.42702702702702705,Origin
Perrier,37,0.5067567567567568,Origin
Masseria,37,0.33783783783783783,Origin
Courtney,37,0.3297297297297297,Origin
R&A;,37,0.5027027027027028,Origin
LurtonHacienda,37,0.2797297297297297,Origin
Magnum,37,0.47432432432432436,Origin
Freixenet,37,0.2635135135135135,Origin
Sorelle,36,0.3861111111111111,Origin
Tempranillo-Cabernet,36,0.30694444444444446,Origin
Washington,36,0.325,Origin
Viejo,36,0.30694444444444446,Origin
AliciaReserva,36,0.2263888888888889,Origin
Roboredo,36,0.43472222222222223,Origin
Wind,36,0.4097222222222222,Origin
VineyardPinot,36,0.43472222222222223,Origin
ChilensisReserva,36,0.24722222222222223,Origin
Sean,36,0.4791666666666667,Origin
S.A.,36,0.5597222222222222,Origin
Carlos,36,0.32916666666666666,Origin
Climate,36,0.32083333333333336,Origin
Twisted,36,0.3597222222222222,Origin
Vendanges,36,0.5694444444444444,Origin
HillPinot,36,0.4236111111111111,Origin
Symington,36,0.47500000000000003,Origin
Encruzado,36,0.4833333333333333,Origin
FamilyCabernet,36,0.44999999999999996,Origin
BergweilerBernkasteler,36,0.5208333333333334,Origin
Knoll,36,0.4361111111111111,Origin
Secret,36,0.44999999999999996,Origin
Range,36,0.47777777777777775,Origin
Destiny,36,0.4041666666666667,Origin
Fog,36,0.3763888888888889,Origin
115,36,0.5444444444444445,Origin
Chassagne-Montrachet,36,0.4388888888888889,Origin
BaldèsClos,36,0.5458333333333333,Origin
Yellow,36,0.3138888888888889,Origin
Blanches,36,0.3958333333333333,Origin
Keller,36,0.4986111111111111,Origin
Eagle,36,0.35833333333333334,Origin
SiduriPinot,36,0.41944444444444445,Origin
Anam,36,0.45694444444444443,Origin
TangentParagon,36,0.4722222222222222,Origin
Provence,35,0.35,Origin
Piedra,35,0.3685714285714286,Origin
Lugana,35,0.4142857142857143,Origin
Sequoia,35,0.5442857142857143,Origin
Elvio,35,0.59,Origin
Tempranillo),35,0.4271428571428571,Origin
Chimney,35,0.5714285714285714,Origin
Frog's,35,0.3742857142857143,Origin
Paradise,35,0.3057142857142857,Origin
Johann,35,0.47571428571428576,Origin
Pommard,35,0.47571428571428576,Origin
Hubert,35,0.3871428571428572,Origin
Saget,35,0.42428571428571427,Origin
Jaboulet,35,0.52,Origin
Steven,35,0.5142857142857142,Origin
Gianni,35,0.5142857142857142,Origin
FilsClos,35,0.5757142857142856,Origin
BelleneVieilles,35,0.49857142857142855,Origin
AegerterLes,35,0.47714285714285715,Origin
Veuve,35,0.4614285714285714,Origin
Piera,35,0.27285714285714285,Origin
Hautes,35,0.3171428571428571,Origin
Mile,35,0.36714285714285716,Origin
Pieve,35,0.44,Origin
Emilio,35,0.55,Origin
den,35,0.55,Origin
Pouilly-Fumé,35,0.4085714285714286,Origin
Frei,35,0.31,Origin
HillCabernet,35,0.3742857142857143,Origin
Moulin-à-Vent,35,0.5385714285714286,Origin
em,35,0.4585714285714286,Origin
EstateReserve,35,0.43,Origin
Barnard,35,0.4185714285714286,Origin
Corton-Charlemagne,35,0.7042857142857143,Origin
Coto,34,0.25588235294117645,Origin
Coteaux,34,0.3602941176470588,Origin
Py,34,0.538235294117647,Origin
WernerHochheimer,34,0.5470588235294118,Origin
Princes,34,0.4161764705882353,Origin
Canelli,34,0.37058823529411766,Origin
Karl,34,0.4455882352941177,Origin
EstateDon,34,0.5235294117647059,Origin
Klinker,34,0.46029411764705885,Origin
Doctor,34,0.5970588235294118,Origin
TrapicheBroquel,34,0.3602941176470588,Origin
Auxerrois,34,0.4073529411764706,Origin
Row,34,0.3955882352941177,Origin
Castelão,34,0.36323529411764705,Origin
AlterTerra,34,0.3941176470588235,Origin
Bonny,34,0.5014705882352941,Origin
Fat,34,0.28823529411764703,Origin
T,34,0.47058823529411764,Origin
Whitehall,34,0.45441176470588235,Origin
Savage,34,0.4735294117647059,Origin
Pedro1865,34,0.4132352941176471,Origin
DevillardDomaine,34,0.4455882352941177,Origin
Stéphane,34,0.4720588235294118,Origin
Happy,34,0.41323529411764703,Origin
Hess,34,0.3955882352941177,Origin
8,34,0.5088235294117647,Origin
John,34,0.5499999999999999,Origin
Rive,34,0.4102941176470588,Origin
Grove,34,0.35000000000000003,Origin
Sordo,34,0.4720588235294118,Origin
Donna,34,0.475,Origin
Lafayette,34,0.3426470588235294,Origin
ToroMarques,34,0.39999999999999997,Origin
Tenimenti,34,0.43529411764705883,Origin
Amontillado,34,0.5088235294117647,Origin
Woodinville,34,0.4647058823529412,Origin
Lis,34,0.4588235294117647,Origin
d'Oro,33,0.40606060606060607,Origin
Fernão,33,0.3696969696969697,Origin
Puligny-Montrachet,33,0.503030303030303,Origin
Anna,33,0.35909090909090907,Origin
Corton,33,0.6303030303030304,Origin
Maria-Júlio,33,0.4090909090909091,Origin
Trenel,33,0.40454545454545454,Origin
Apalta,33,0.503030303030303,Origin
Nino,33,0.5136363636363637,Origin
WineryCabernet,33,0.3787878787878788,Origin
Millésime,33,0.5606060606060606,Origin
13,33,0.37727272727272726,Origin
Satz,33,0.49696969696969695,Origin
BallettoEstate,33,0.40757575757575754,Origin
Carlo,33,0.42727272727272725,Origin
Bourgeois,33,0.34393939393939393,Origin
der,33,0.5515151515151515,Origin
Espiritu,33,0.2181818181818182,Origin
Gregorio,33,0.46060606060606063,Origin
Verdicchio,33,0.3712121212121212,Origin
Cool,33,0.31212121212121213,Origin
Darcie,33,0.3954545454545455,Origin
Pierres,33,0.3742424242424242,Origin
Borba,33,0.3303030303030303,Origin
Krupp,33,0.5499999999999999,Origin
Eiswein,33,0.5984848484848485,Origin
Troia,33,0.38181818181818183,Origin
Sette,33,0.5045454545454545,Origin
Colle,33,0.3878787878787879,Origin
Castoro,33,0.33636363636363636,Origin
Brick,33,0.553030303030303,Origin
Silvio,33,0.5196969696969697,Origin
RothschildLos,33,0.2878787878787879,Origin
Sauvignon-Cabernet,33,0.45454545454545453,Origin
Bricco,33,0.5015151515151516,Origin
Grandes,33,0.38484848484848483,Origin
Lamothe,33,0.4318181818181818,Origin
Lion,33,0.4424242424242424,Origin
Alfredo,32,0.25625,Origin
Lezírias,32,0.3921875,Origin
Materra,32,0.35,Origin
Comtesse,32,0.4734375,Origin
Santar,32,0.5109375,Origin
Faiveley,32,0.54375,Origin
Greenwood,32,0.3765625,Origin
Cloudlift,32,0.4015625,Origin
Famiglia,32,0.4015625,Origin
Chamirey,32,0.5375,Origin
Cunat,32,0.35,Origin
Kuleto,32,0.3765625,Origin
Frédéric,32,0.403125,Origin
Patriarche,32,0.33125,Origin
Mine,32,0.4859375,Origin
CellarsSauvignon,32,0.3921875,Origin
BrothersReserve,32,0.3109375,Origin
ConcannonReserve,32,0.409375,Origin
Heart,32,0.4375,Origin
Crest,32,0.421875,Origin
ml,32,0.5125000000000001,Origin
Maîtres,32,0.334375,Origin
Bank,32,0.4390625,Origin
Benedict,32,0.61875,Origin
WachauTerrassen,32,0.4546875,Origin
Ram's,32,0.525,Origin
Basel,32,0.36875,Origin
Craggy,32,0.4953125,Origin
LynmarQuail,32,0.6453125,Origin
CreekReserve,32,0.4046875,Origin
Champenoise,32,0.4390625,Origin
Richard,32,0.4765625,Origin
Guy,32,0.459375,Origin
Ramón,32,0.3421875,Origin
Paradis,32,0.4640625,Origin
Frappato,32,0.365625,Origin
Nals,32,0.4265625,Origin
Silex,32,0.51875,Origin
MilbrandtTraditions,32,0.3953125,Origin
Cartizze,32,0.4421875,Origin
Kenefick,32,0.44375,Origin
C,32,0.5078125,Origin
Daniel,32,0.4515625,Origin
Due,31,0.35645161290322586,Origin
Pepe,31,0.5725806451612904,Origin
Gevrey-Chambertin,31,0.5016129032258064,Origin
Lo,31,0.31935483870967746,Origin
ai,31,0.4370967741935484,Origin
Oro,31,0.3645161290322581,Origin
Vecchia,31,0.34516129032258064,Origin
Folie,31,0.34838709677419355,Origin
HandThe,31,0.5241935483870968,Origin
CellarsThe,31,0.4096774193548387,Origin
González,31,0.5548387096774193,Origin
French,31,0.3290322580645161,Origin
Max,31,0.4096774193548387,Origin
Ott,31,0.4064516129032258,Origin
Nine,31,0.40483870967741936,Origin
CremaPinot,31,0.41451612903225804,Origin
Dante,31,0.3870967741935484,Origin
Rita120,31,0.20967741935483872,Origin
AndesReserva,31,0.3741935483870968,Origin
Camp,31,0.47258064516129034,Origin
Dijon,31,0.5241935483870968,Origin
10-Year-Old,31,0.3806451612903226,Origin
Schlossberg,31,0.5209677419354838,Origin
Ice,31,0.4370967741935484,Origin
Rossa,31,0.4016129032258065,Origin
Dios,31,0.4774193548387097,Origin
30,31,0.5806451612903226,Origin
CreekPinot,31,0.3290322580645161,Origin
WineryEstate,31,0.47419354838709676,Origin
Villamont,31,0.5258064516129033,Origin
New,31,0.40483870967741936,Origin
Castellare,31,0.4806451612903226,Origin
Lafite,31,0.6499999999999999,Origin
Gimblett,31,0.5709677419354838,Origin
PrümWehlener,31,0.6290322580645161,Origin
Vinum,31,0.40483870967741936,Origin
Man,31,0.4290322580645161,Origin
FournierUrban,31,0.264516129032258,Origin
Kings,31,0.4080645161290323,Origin
Baker,31,0.4661290322580645,Origin
Du,31,0.3467741935483871,Origin
Dos,31,0.46774193548387094,Origin
Dancing,31,0.29193548387096774,Origin
UndurragaT.H.,31,0.42903225806451617,Origin
Leeuwin,31,0.4983870967741935,Origin
Nossa,31,0.5032258064516129,Origin
PeiranoThe,31,0.25967741935483873,Origin
DevillardChâteau,31,0.5419354838709678,Origin
Fronsac,30,0.39166666666666666,Origin
Tail,30,0.36833333333333335,Origin
Gros,30,0.44666666666666666,Origin
YalumbaThe,30,0.47333333333333333,Origin
MondaviCabernet,30,0.4033333333333333,Origin
Choice,30,0.425,Origin
KnollRied,30,0.6833333333333333,Origin
Brecon,30,0.5466666666666666,Origin
Grace,30,0.4533333333333333,Origin
Cluster,30,0.5216666666666667,Origin
Kumeu,30,0.5083333333333333,Origin
Rios,30,0.3,Origin
Helix,30,0.43166666666666664,Origin
VII,30,0.4583333333333333,Origin
Furmint,30,0.48000000000000004,Origin
Round,30,0.38333333333333336,Origin
VineyardsSauvignon,30,0.31,Origin
Oaks,30,0.35666666666666663,Origin
Bin,30,0.34833333333333333,Origin
BaySauvignon,30,0.39666666666666667,Origin
Morgon,30,0.4516666666666667,Origin
Pavillon,30,0.5533333333333333,Origin
Wattle,30,0.36166666666666664,Origin
Pichon,30,0.6666666666666666,Origin
Proprietary,30,0.4716666666666667,Origin
Montagne-Saint-Émilion,30,0.3766666666666667,Origin
Maso,30,0.44,Origin
Moines,30,0.44666666666666666,Origin
Carte,30,0.4633333333333333,Origin
Mendocino,30,0.4233333333333334,Origin
Antonin,30,0.43833333333333335,Origin
ValdemarConde,30,0.255,Origin
Nacional-Cabernet,30,0.4033333333333333,Origin
WineryYarden,30,0.4233333333333334,Origin
Leonetti,30,0.6416666666666667,Origin
Graham,30,0.35,Origin
Cordon,30,0.3183333333333333,Origin
Gewächs,30,0.5133333333333333,Origin
Blackbird,30,0.5466666666666666,Origin
Gavi,30,0.3233333333333333,Origin
Corral,30,0.5583333333333333,Origin
Meadow,30,0.49166666666666664,Origin
ThanischBernkasteler,30,0.5133333333333333,Origin
Entre-Deux-Mers,30,0.3016666666666667,Origin
BrumontChâteau,30,0.66,Origin
Gabriel,30,0.32166666666666666,Origin
HillChardonnay,29,0.31551724137931036,Origin
Evening,29,0.4827586206896552,Origin
Canard-Duchêne,29,0.41551724137931034,Origin
Stadt,29,0.503448275862069,Origin
CrestH3,29,0.3706896551724138,Origin
LoosenErdener,29,0.593103448275862,Origin
S,29,0.4844827586206897,Origin
Gräfenberg,29,0.7051724137931035,Origin
Bloomer,29,0.3879310344827586,Origin
Cedarville,29,0.506896551724138,Origin
Byass,29,0.5551724137931034,Origin
Jones,29,0.3603448275862069,Origin
Rocky,29,0.42068965517241375,Origin
JarvisEstate,29,0.5896551724137932,Origin
Cras,29,0.5017241379310345,Origin
RidgeReserve,29,0.33793103448275863,Origin
In,29,0.39999999999999997,Origin
Domenico,29,0.40689655172413797,Origin
CreekMerlot,29,0.3448275862068966,Origin
CellarsSyrah,29,0.3706896551724138,Origin
Meursault,29,0.44310344827586207,Origin
Príncipe,29,0.31896551724137934,Origin
degli,29,0.45689655172413796,Origin
Ambassador,29,0.41379310344827586,Origin
MichelleCold,29,0.47586206896551725,Origin
WinemakersAzul,29,0.3396551724137931,Origin
Michelsberg,29,0.38103448275862073,Origin
RockPinot,29,0.2948275862068966,Origin
Albrecht,29,0.42758620689655175,Origin
CobosBramare,29,0.5724137931034483,Origin
Broken,29,0.3775862068965517,Origin
Vittoria,29,0.39999999999999997,Origin
EstateLa,29,0.4517241379310345,Origin
Bridge,29,0.4344827586206897,Origin
Antico,29,0.46379310344827585,Origin
Chardonnay-Viognier,29,0.27586206896551724,Origin
LamadridSingle,29,0.4189655172413793,Origin
