type,varieties,abv,degree,sweet,acidity,body,tannin
Rotwein,Grenache,0.37777777777777777,0.95,0.0,0.5,0.5,0.5
Rotwein,Syrah & Shiraz,0.32222222222222224,0.9,0.0,0.5,1.0,0.75
Rotwein,Syrah & Shiraz,0.28888888888888886,0.85,0.0,0.5,1.0,0.75
Rotwein,Grenache,0.32222222222222224,0.85,0.0,0.5,0.75,0.75
Rotwein,Syrah & Shiraz,0.3,0.9,0.0,0.5,1.0,1.0
Rotwein,Syrah & Shiraz,0.32222222222222224,0.85,0.0,0.75,1.0,1.0
Rotwein,Syrah & Shiraz,0.3,0.85,0.0,0.75,1.0,0.75
Roséwein,Grenache,0.3,0.55,0.0,0.75,0.5,0.0
Weißwein,Gewurztraminer,0.3,0.45,0.0,0.5,0.5,0.0
Weißwein,Riesling,0.2777777777777778,0.575,0.0,0.75,0.5,0.0
Rotwein,Malbec,0.0,0.0,0.0,0.5,0.75,0.75
Rotwein,Malbec,0.0,0.0,0.0,0.5,0.75,0.5
Rotwein,Malbec,0.0,0.0,0.0,0.75,1.0,0.75
Rotwein,Barbera,0.28888888888888886,0.85,0.0,0.75,0.5,0.5
Rotwein,Nebbiolo,0.32222222222222224,0.8,0.0,0.75,0.75,1.0
Rotwein,Nebbiolo,0.32222222222222224,0.8,0.0,0.75,0.75,1.0
Rotwein,Merlot,0.2777777777777778,0.85,0.0,0.5,0.5,0.5
Rotwein,Cabernet Sauvignon,0.32666666666666666,0.925,0.0,0.75,1.0,0.75
Rotwein,Cabernet Sauvignon,0.3111111111111111,0.925,0.0,0.75,1.0,1.0
Rotwein,Pinot Noir,0.2777777777777778,0.75,0.0,0.75,0.25,0.25
Rotwein,Pinot Noir,0.2777777777777778,0.85,0.0,0.75,0.25,0.25
Rotwein,Syrah & Shiraz,0.32222222222222224,0.875,0.0,0.75,1.0,1.0
Rotwein,Syrah & Shiraz,0.32222222222222224,0.925,0.0,0.75,1.0,0.75
Rotwein,Syrah & Shiraz,0.32222222222222224,0.925,0.0,0.75,0.75,1.0
Weißwein,Riesling,0.24444444444444444,0.375,1.0,0.0,0.5,0.0
Weißwein,Riesling,0.2111111111111111,0.35,0.5,1.0,0.25,0.0
Weißwein,Riesling,0.23333333333333334,0.45,0.25,1.0,0.25,0.0
Weißwein,Semillon,0.26666666666666666,0.45,0.0,0.75,0.25,0.0
Rotwein,Cabernet Sauvignon,0.0,0.0,0.0,0.5,0.5,0.5
Rotwein,Cabernet Sauvignon,0.2777777777777778,0.85,0.0,0.5,0.5,0.75
Rotwein,Cabernet Sauvignon,0.2777777777777778,0.925,0.0,0.5,0.5,0.5
Rotwein,Cabernet Sauvignon,0.0,0.0,0.0,0.5,0.5,0.5
Rotwein,Merlot,0.28888888888888886,0.925,0.0,0.5,0.5,0.5
Rotwein,Andere Weine,0.28888888888888886,0.875,0.0,0.5,0.75,0.5
Weißwein,Chardonnay,0.28888888888888886,0.45,0.0,0.5,0.5,0.0
Rotwein,Merlot,0.28888888888888886,0.875,0.0,0.5,0.25,0.5
Rotwein,Grenache,0.25555555555555554,0.85,0.0,0.5,0.75,0.5
Weißwein,Aligote,0.26666666666666666,0.55,0.0,1.0,0.0,0.0
Rotwein,Pinot Noir,0.28888888888888886,0.875,0.0,0.75,0.25,0.25
Weißwein,Chardonnay,0.28888888888888886,0.55,0.0,0.75,0.75,0.0
Rotwein,Pinot Noir,0.28888888888888886,0.775,0.0,0.75,0.25,0.25
Rotwein,Pinot Noir,0.28888888888888886,0.85,0.0,0.75,0.5,0.5
Rotwein,Pinot Noir,0.28888888888888886,0.875,0.0,1.0,0.25,0.25
Rotwein,Pinot Noir,0.28888888888888886,0.85,0.0,0.75,0.5,0.5
Weißwein,Chardonnay,0.28888888888888886,0.55,0.0,1.0,0.25,0.0
Rotwein,Pinot Noir,0.28888888888888886,0.85,0.0,0.75,0.25,0.25
Rotwein,Pinot Noir,0.28888888888888886,0.85,0.0,0.75,0.25,0.25
Weißwein,Chardonnay,0.28888888888888886,0.55,0.0,0.75,0.5,0.0
Weißwein,Chardonnay,0.28888888888888886,0.55,0.0,1.0,0.5,0.0
Rotwein,Sangiovese,0.28888888888888886,0.85,0.0,0.5,0.75,0.5
Rotwein,Sangiovese,0.3111111111111111,0.85,0.0,0.5,0.75,0.75
Rotwein,Grenache,0.34444444444444444,0.85,0.0,0.5,0.75,0.75
Rotwein,Sangiovese,0.32222222222222224,0.85,0.0,0.5,0.75,0.75
Weißwein,Malvasia,0.28888888888888886,0.3,1.0,0.5,1.0,0.0
Rotwein,Sangiovese,0.3111111111111111,0.85,0.0,0.75,1.0,0.75
Weißwein,Chardonnay,0.3,0.55,0.0,0.5,0.75,0.0
Rotwein,Pinot Noir,0.2777777777777778,0.85,0.0,0.75,0.5,0.25
Rotwein,Pinot Noir,0.28888888888888886,0.85,0.0,0.75,0.25,0.25
Rotwein,Pinot Noir,0.3,0.85,0.0,0.75,0.5,0.5
Rotwein,Pinot Noir,0.28888888888888886,0.85,0.0,1.0,0.25,0.25
Weißwein,Pinot Gris,0.3,0.55,0.0,0.5,0.25,0.0
Rotwein,Pinot Noir,0.31333333333333335,0.85,0.0,0.5,0.5,0.5
Rotwein,Syrah & Shiraz,0.3,0.85,0.0,0.25,0.25,0.25
Rotwein,Grenache,0.25555555555555554,0.85,0.5,0.25,0.5,0.25
Weißwein,Andere Weine,0.0,0.0,0.75,0.25,0.25,0.0
Rotwein,Cabernet Sauvignon,0.0,0.0,0.0,0.5,0.75,0.5
Weißwein,Chardonnay,0.0,0.0,0.0,0.5,0.5,0.0
Rotwein,Malbec,0.0,0.0,0.0,0.5,0.75,0.5
Rotwein,Andere Weine,0.0,0.0,0.0,0.5,0.5,0.5
Weißwein,Chardonnay,0.0,0.0,0.0,0.5,0.25,0.0
Rotwein,Andere Weine,0.0,0.0,0.0,0.5,0.5,0.75
Weißwein,Chardonnay,0.0,0.0,0.0,0.5,0.25,0.0
Weißwein,Chardonnay,0.2777777777777778,0.55,0.0,0.75,0.5,0.0
Weißwein,Chardonnay,0.2777777777777778,0.55,0.0,0.75,0.5,0.0
Rotwein,Blend,0.23333333333333334,0.35,1.0,0.25,0.75,0.25
Rotwein,Cabernet Sauvignon,0.32222222222222224,0.85,0.0,0.5,1.0,0.75
Rotwein,Zinfandel,0.31555555555555553,0.85,0.0,0.5,1.0,0.75
Rotwein,Blend,0.25555555555555554,0.8,0.75,0.0,0.75,0.25
Rotwein,Grenache,0.0,0.0,0.0,0.5,0.75,0.5
Rotwein,Grenache,0.0,0.0,0.0,0.75,0.5,0.5
Weißwein,Garganega,0.0,0.0,0.0,0.75,0.25,0.0
Rotwein,Corvina,0.0,0.0,0.0,0.5,0.25,0.25
Weißwein,Andere Weine,0.0,0.0,1.0,0.25,0.75,0.0
Weißwein,Andere Weine,0.0,0.0,0.75,0.25,0.75,0.0
Rotwein,Cabernet Sauvignon,0.0,0.0,0.0,0.75,0.75,0.5
Weißwein,Chardonnay,0.0,0.0,0.0,0.5,0.5,0.0
Rotwein,Merlot,0.0,0.0,0.0,0.5,0.5,0.5
Weißwein,Chardonnay,0.3,0.55,0.0,0.5,0.75,0.0
Rotwein,Merlot,0.3,0.85,0.0,0.5,0.75,0.5
Weißwein,Garganega,0.28888888888888886,0.55,0.0,0.5,0.5,0.0
Rotwein,Corvina,0.35555555555555557,0.85,0.25,0.5,1.0,1.0
Rotwein,Corvina,0.28888888888888886,0.85,0.25,0.5,1.0,0.75
Rotwein,Andere Weine,0.28888888888888886,0.85,0.0,0.5,0.75,0.5
Weißwein,Riesling,0.18888888888888888,0.35,1.0,0.75,0.75,0.0
Weißwein,Riesling,0.2777777777777778,0.45,0.0,1.0,0.5,0.0
Weißwein,Riesling,0.2777777777777778,0.45,0.0,1.0,0.75,0.0
Weißwein,Riesling,0.15333333333333335,0.35,1.0,0.25,0.5,0.0
Weißwein,Riesling,0.2111111111111111,0.35,0.75,0.5,0.75,0.0
Weißwein,Riesling,0.23333333333333334,0.45,0.25,1.0,0.5,0.0
Rotwein,Andere Weine,0.0,0.0,0.0,0.5,0.5,0.5
Rotwein,Merlot,0.0,0.0,0.0,0.5,0.5,0.5
Weißwein,Andere Weine,0.0,0.0,0.0,0.75,0.25,0.0
Rotwein,Andere Weine,0.0,0.0,0.0,0.5,0.75,0.5
Rotwein,Sangiovese,0.32222222222222224,0.85,0.0,0.75,1.0,0.75
Rotwein,Cabernet Sauvignon,0.26666666666666666,0.85,0.0,0.5,0.75,0.5
Rotwein,Pinot Noir,0.3111111111111111,0.85,0.0,0.75,0.5,0.25
Rotwein,Cabernet Sauvignon,0.3111111111111111,0.85,0.0,0.5,0.5,0.5
Weißwein,Chardonnay,0.3,0.85,0.0,0.5,0.5,0.0
Rotwein,Cabernet Sauvignon,0.3111111111111111,0.85,0.0,0.5,0.5,0.5
Rotwein,Carmenere,0.3111111111111111,0.825,0.0,0.5,0.5,0.5
Rotwein,Carmenere,0.3111111111111111,0.85,0.0,0.5,0.5,0.5
Rotwein,Syrah & Shiraz,0.3111111111111111,0.85,0.0,0.5,0.5,0.5
Rotwein,Cabernet Sauvignon,0.32222222222222224,0.85,0.0,0.5,0.75,0.5
Rotwein,Syrah & Shiraz,0.0,0.0,0.0,0.75,0.75,0.75
Rotwein,Merlot,0.2777777777777778,0.85,0.0,0.5,0.5,0.5
Rotwein,Merlot,0.0,0.0,0.0,0.75,0.5,0.5
Weißwein,Sauvignon blanc,0.0,0.0,0.0,0.75,0.25,0.0
Rotwein,Merlot,0.3,0.85,0.0,0.5,0.5,0.5
Rotwein,Cabernet Sauvignon,0.0,0.0,0.0,0.75,0.5,0.75
Weißwein,Chardonnay,0.0,0.0,0.0,0.5,0.25,0.0
Rotwein,Merlot,0.0,0.0,0.0,0.5,0.5,0.5
Rotwein,Grenache,0.28888888888888886,0.875,0.0,0.75,0.5,0.5
Weißwein,Sauvignon blanc,0.26666666666666666,0.55,0.0,0.75,0.25,0.0
Rotwein,Cabernet Sauvignon,0.2777777777777778,0.85,0.0,0.75,0.5,0.5
Rotwein,Merlot,0.3,0.85,0.0,0.75,0.75,0.75
Rotwein,Cabernet Sauvignon,0.2777777777777778,0.85,0.0,0.5,0.5,0.5
Rotwein,Cabernet Sauvignon,0.28888888888888886,0.85,0.0,0.5,0.75,0.75
Rotwein,Merlot,0.2777777777777778,0.85,0.0,0.5,0.5,0.5
Rotwein,Cabernet Franc,0.3,0.85,0.0,0.75,0.75,0.75
Rotwein,Cabernet Sauvignon,0.0,0.0,0.0,0.75,0.5,0.75
Rotwein,Merlot,0.0,0.0,0.0,0.5,0.5,0.5
Rotwein,Grenache,0.2777777777777778,0.85,0.0,0.5,0.5,0.75
Rotwein,Grenache,0.0,0.0,0.0,0.5,0.5,0.0
Weißwein,Muscat,0.0,0.0,0.0,0.75,0.5,0.0
Rotwein,Cabernet Sauvignon,0.32222222222222224,0.85,0.0,0.5,0.75,1.0
Rotwein,Cabernet Sauvignon,0.32,0.85,0.0,0.5,0.75,0.75
Rotwein,Merlot,0.0,0.0,0.0,0.5,0.5,0.5
Rotwein,Cabernet Sauvignon,0.29555555555555557,0.85,0.0,0.5,0.5,0.5
Weißwein,Chardonnay,0.0,0.0,0.0,0.5,0.5,0.0
Rotwein,Cabernet Sauvignon,0.3,0.85,0.0,0.75,0.5,0.75
Weißwein,Chardonnay,0.3,0.55,0.0,0.5,0.25,0.0
Rotwein,Merlot,0.3044444444444444,0.85,0.0,0.5,0.5,0.5
Rotwein,Cabernet Sauvignon,0.32222222222222224,0.85,0.0,0.5,0.75,0.75
Weißwein,Chardonnay,0.3,0.575,0.0,0.5,0.75,0.0
Rotwein,Merlot,0.3,0.85,0.0,0.5,0.75,0.75
Rotwein,Cabernet Sauvignon,0.29555555555555557,0.875,0.0,0.5,0.75,0.75
Weißwein,Chardonnay,0.3022222222222222,0.55,0.0,0.5,0.5,0.0
Rotwein,Merlot,0.3,0.85,0.0,0.5,0.75,0.5
Rotwein,Cabernet Sauvignon,0.3,0.85,0.0,0.5,0.5,0.5
Weißwein,Chardonnay,0.3,0.55,0.0,0.5,0.5,0.0
Rotwein,Merlot,0.28888888888888886,0.85,0.25,0.5,0.5,0.5
Rotwein,Cabernet Sauvignon,0.3,0.85,0.0,0.75,0.5,0.75
Rotwein,Malbec,0.32222222222222224,0.85,0.0,0.5,1.0,0.75
Rotwein,Cabernet Sauvignon,0.32222222222222224,0.85,0.0,0.5,1.0,0.75
Rotwein,Malbec,0.3088888888888889,0.85,0.0,0.5,0.75,0.75
Rotwein,Merlot,0.3111111111111111,0.875,0.0,0.5,0.75,0.5
Rotwein,Malbec,0.0,0.0,0.0,0.5,0.75,0.5
Weißwein,Chardonnay,0.0,0.0,0.0,0.75,0.5,0.0
Rotwein,Blend,0.2777777777777778,0.85,0.0,0.5,0.5,0.5
Weißwein,Andere Weine,0.0,0.0,0.0,0.75,0.25,0.0
Rotwein,Cabernet Sauvignon,0.3,0.85,0.0,0.5,0.75,0.75
Weißwein,Chardonnay,0.3,0.55,0.0,0.5,0.25,0.0
Rotwein,Merlot,0.3,0.85,0.0,0.5,0.75,0.5
Rotwein,Nebbiolo,0.3333333333333333,0.9,0.0,0.75,0.75,1.0
Rotwein,Barbera,0.3333333333333333,0.85,0.0,0.75,0.75,0.75
Rotwein,Dolcetto,0.3111111111111111,0.85,0.0,0.75,0.5,0.5
Rotwein,Nebbiolo,0.32222222222222224,0.85,0.0,0.5,0.75,0.75
Rotwein,Nebbiolo,0.3111111111111111,0.85,0.0,0.5,0.75,0.75
Rotwein,Tempranillo,0.34444444444444444,0.85,0.0,1.0,0.75,0.75
Rotwein,Tempranillo,0.3,0.85,0.0,0.75,0.75,0.75
Rotwein,Tempranillo,0.32222222222222224,0.85,0.0,0.5,0.75,0.75
Rotwein,Tempranillo,0.32222222222222224,0.85,0.0,1.0,0.75,0.75
Rotwein,Tempranillo,0.32222222222222224,0.85,0.0,1.0,0.75,0.75
Rotwein,Tempranillo,0.32222222222222224,0.85,0.0,0.75,1.0,0.75
Rotwein,Tempranillo,0.32222222222222224,0.85,0.0,0.75,0.75,0.75
Rotwein,Tempranillo,0.3,0.85,0.0,0.5,0.75,0.5
Rotwein,Sangiovese,0.3,0.85,0.0,0.5,0.75,0.75
Rotwein,Merlot,0.3,0.85,0.0,0.75,0.75,0.75
Rotwein,Merlot,0.32222222222222224,0.85,0.0,0.75,1.0,0.75
Rotwein,Andere Weine,0.3111111111111111,0.85,0.0,0.5,0.75,0.75
Rotwein,Andere Weine,0.2777777777777778,0.85,0.0,0.5,0.75,0.5
Rotwein,Monastrell,0.3111111111111111,0.85,0.0,0.5,1.0,0.75
Rotwein,Monastrell,0.3111111111111111,0.85,0.0,0.5,0.75,0.5
Rotwein,Monastrell,0.3,0.85,0.0,0.5,1.0,0.75
Rotwein,Tempranillo,0.3111111111111111,0.85,0.0,0.75,0.75,0.5
Rotwein,Tempranillo,0.3111111111111111,0.85,0.0,0.75,1.0,0.75
Rotwein,Cabernet Sauvignon,0.0,0.0,0.0,0.75,0.5,0.5
Rotwein,Cabernet Sauvignon,0.0,0.0,0.0,0.5,0.5,0.5
Rotwein,Merlot,0.0,0.0,0.0,0.5,0.5,0.5
Rotwein,Merlot,0.0,0.0,0.0,0.5,0.5,0.5
Rotwein,Cabernet Sauvignon,0.0,0.0,0.0,0.5,0.5,0.5
Rotwein,Cabernet Sauvignon,0.0,0.0,0.0,0.75,0.5,0.5
Rotwein,Merlot,0.0,0.0,0.0,0.5,0.5,0.5
Rotwein,Cabernet Sauvignon,0.28888888888888886,0.85,0.0,0.5,0.75,0.5
Rotwein,Merlot,0.3,0.85,0.0,0.75,0.75,0.75
Rotwein,Merlot,0.3,0.875,0.0,0.75,0.75,0.75
Rotwein,Merlot,0.26666666666666666,0.85,0.0,0.75,0.75,0.75
Rotwein,Cabernet Sauvignon,0.3111111111111111,0.85,0.0,0.5,0.75,0.75
Rotwein,Merlot,0.28888888888888886,0.85,0.0,0.5,0.5,0.5
Weißwein,Sauvignon blanc,0.0,0.0,0.0,0.75,0.5,0.0
Rotwein,Merlot,0.28888888888888886,0.85,0.0,0.5,0.5,0.5
Rotwein,Cabernet Sauvignon,0.28888888888888886,0.85,0.0,0.5,1.0,0.75
Weißwein,Grenache Blanc,0.2777777777777778,0.55,0.0,0.75,0.25,0.0
Rotwein,Syrah & Shiraz,0.3,0.85,0.0,0.5,0.75,0.5
Weißwein,Andere Weine,0.32222222222222224,0.55,0.0,0.5,0.5,0.0
Rotwein,Grenache,0.3,0.85,0.0,0.75,0.75,0.5
Rotwein,Syrah & Shiraz,0.3111111111111111,0.85,0.0,0.75,1.0,0.75
Rotwein,Syrah & Shiraz,0.28888888888888886,0.85,0.0,0.5,0.75,0.75
Rotwein,Syrah & Shiraz,0.3111111111111111,0.85,0.0,0.5,0.75,0.5
Rotwein,Syrah & Shiraz,0.28888888888888886,0.85,0.0,0.5,0.5,0.5
Rotwein,Syrah & Shiraz,0.28888888888888886,0.85,0.0,0.75,0.75,0.75
Rotwein,Grenache,0.32222222222222224,0.85,0.0,0.5,0.75,0.5
Rotwein,Syrah & Shiraz,0.28888888888888886,0.85,0.0,0.75,1.0,0.75
Rotwein,Syrah & Shiraz,0.28888888888888886,0.85,0.0,0.5,0.75,1.0
Rotwein,Grenache,0.3,0.85,0.0,0.5,0.75,0.75
Weißwein,Chardonnay,0.3111111111111111,0.55,0.0,0.5,0.25,0.0
Rotwein,Merlot,0.3,0.85,0.25,0.5,0.5,0.5
Rotwein,Zinfandel,0.32222222222222224,0.85,0.25,0.5,0.75,0.5
Rotwein,Syrah & Shiraz,0.3044444444444444,0.85,0.0,0.75,0.75,0.75
Roséwein,Zinfandel,0.23333333333333334,0.5,0.25,0.25,0.25,0.0
Weißwein,Chardonnay,0.3,0.55,0.0,0.5,0.25,0.0
Rotwein,Cabernet Sauvignon,0.3111111111111111,0.9,0.0,0.75,0.75,0.75
Rotwein,Malbec,0.2822222222222222,0.9,0.0,0.5,0.75,0.75
Rotwein,Syrah & Shiraz,0.3,0.925,0.0,0.5,0.5,0.5
Weißwein,Viognier,0.3,0.55,0.0,0.5,0.25,0.0
Rotwein,Zinfandel,0.32222222222222224,0.85,0.0,0.75,1.0,0.75
Weißwein,Riesling,0.26666666666666666,0.55,0.25,0.5,0.5,0.0
Rotwein,Cabernet Sauvignon,0.3,0.875,0.0,0.5,0.75,0.5
Weißwein,Chardonnay,0.3,0.55,0.0,0.5,0.5,0.0
Rotwein,Merlot,0.32222222222222224,0.85,0.0,0.5,0.75,0.5
Rotwein,Pinot Noir,0.3111111111111111,0.85,0.0,0.5,0.5,0.5
Rotwein,Syrah & Shiraz,0.33555555555555555,0.85,0.0,0.5,0.75,0.75
Rotwein,Syrah & Shiraz,0.3111111111111111,0.9,0.0,0.5,0.75,0.75
Weißwein,Chardonnay,0.3088888888888889,0.55,0.0,0.5,0.5,0.0
Rotwein,Cabernet Sauvignon,0.3,0.85,0.0,0.5,1.0,0.5
Rotwein,Merlot,0.32222222222222224,0.85,0.0,0.75,0.75,0.5
Rotwein,Pinot Noir,0.3,0.85,0.0,0.5,0.5,0.25
Rotwein,Merlot,0.32222222222222224,0.85,0.25,0.5,0.5,0.5
Weißwein,Sauvignon blanc,0.0,0.0,0.0,0.75,0.5,0.0
Weißwein,Andere Weine,0.0,0.0,1.0,0.5,0.75,0.0
Weißwein,Sauvignon blanc,0.0,0.0,0.0,0.75,0.5,0.0
Rotwein,Cabernet Sauvignon,0.28888888888888886,0.85,0.0,0.75,0.75,0.75
Rotwein,Malbec,0.3,0.85,0.0,0.5,0.75,0.75
Rotwein,Andere Weine,0.0,0.0,0.0,0.75,0.5,0.5
Rotwein,Andere Weine,0.3,0.85,0.0,0.5,0.5,0.5
Rotwein,Cabernet Sauvignon,0.28888888888888886,0.85,0.0,0.5,0.75,0.75
Weißwein,Chardonnay,0.28888888888888886,0.55,0.0,0.5,0.5,0.0
Rotwein,Malbec,0.28888888888888886,0.85,0.0,0.5,1.0,0.75
Rotwein,Merlot,0.28888888888888886,0.85,0.25,0.5,0.5,0.25
Weißwein,Semillon,0.25555555555555554,0.35,1.0,0.0,0.5,0.0
Rotwein,Cabernet Sauvignon,0.3111111111111111,0.85,0.0,0.5,0.75,0.75
Weißwein,Chardonnay,0.3,0.55,0.0,0.5,0.5,0.0
Rotwein,Malbec,0.32222222222222224,0.85,0.0,0.5,0.75,0.75
Rotwein,Merlot,0.3111111111111111,0.85,0.0,0.5,0.75,0.75
Rotwein,Cabernet Sauvignon,0.3,0.85,0.0,0.5,0.5,0.5
Weißwein,Chardonnay,0.28888888888888886,0.55,0.0,0.5,0.5,0.0
Rotwein,Malbec,0.3,0.85,0.0,0.5,0.75,0.5
Rotwein,Merlot,0.3,0.85,0.0,0.5,0.5,0.5
Rotwein,Malbec,0.0,0.0,0.0,0.5,0.75,0.75
Roséwein,Malbec,0.0,0.0,0.0,0.5,0.5,0.25
Weißwein,Chardonnay,0.0,0.0,0.0,0.5,0.25,0.0
Rotwein,Malbec,0.32222222222222224,0.85,0.0,0.5,0.75,0.75
Weißwein,Andere Weine,0.3,0.55,0.0,0.75,0.25,0.0
Rotwein,Nero d'Avola,0.3111111111111111,0.85,0.0,0.75,0.75,0.75
Rotwein,Cabernet Sauvignon,0.3333333333333333,0.9,0.0,0.5,0.75,0.5
Rotwein,Nero d'Avola,0.3111111111111111,0.85,0.0,0.75,0.75,0.5
Rotwein,Nero d'Avola,0.3333333333333333,0.85,0.0,0.5,0.5,0.5
Rotwein,Nero d'Avola,0.3333333333333333,0.9,0.0,0.75,0.75,0.75
Weißwein,Andere Weine,0.3111111111111111,0.55,0.0,0.5,0.5,0.0
Rotwein,Nero d'Avola,0.32222222222222224,0.85,0.0,0.5,0.75,0.75
Rotwein,Merlot,0.3111111111111111,0.85,0.0,0.5,0.75,0.75
Rotwein,Sangiovese,0.28888888888888886,0.85,0.0,0.75,0.5,0.5
Rotwein,Sangiovese,0.3,0.85,0.0,0.5,0.5,0.5
Rotwein,Sangiovese,0.28888888888888886,0.85,0.0,0.75,0.25,0.25
Rotwein,Sangiovese,0.3,0.85,0.0,0.5,0.5,0.5
Rotwein,Sangiovese,0.3111111111111111,0.85,0.0,0.75,0.75,0.75
Rotwein,Cabernet Sauvignon,0.28888888888888886,0.85,0.0,0.5,0.75,1.0
Rotwein,Sangiovese,0.28888888888888886,0.85,0.0,0.75,0.75,0.5
Weißwein,Trebbiano,0.2777777777777778,0.55,0.0,0.5,0.25,0.0
Weißwein,Vermentino,0.2777777777777778,0.55,0.0,0.5,0.25,0.0
Weißwein,Moscato,0.13333333333333333,0.35,0.75,0.25,0.5,0.0
Rotwein,Cabernet Franc,0.32222222222222224,0.85,0.0,0.5,0.75,0.75
Rotwein,Merlot,0.3333333333333333,0.85,0.0,0.5,0.75,0.5
Rotwein,Pinot Noir,0.28888888888888886,0.85,0.0,1.0,0.25,0.25
Rotwein,Pinot Noir,0.28888888888888886,0.85,0.0,0.75,0.25,0.25
Rotwein,Pinot Noir,0.28888888888888886,0.85,0.0,1.0,0.25,0.25
Rotwein,Pinot Noir,0.28888888888888886,0.85,0.0,0.75,0.25,0.25
Rotwein,Merlot,0.28888888888888886,0.85,0.0,0.75,0.5,0.25
Weißwein,Sauvignon blanc,0.26666666666666666,0.55,0.0,0.75,0.25,0.0
Weißwein,Sauvignon blanc,0.26666666666666666,0.55,0.0,0.75,0.25,0.0
Rotwein,Merlot,0.2777777777777778,0.85,0.0,0.5,0.5,0.5
Rotwein,Cabernet Sauvignon,0.2777777777777778,0.875,0.0,0.5,0.75,0.5
Rotwein,Cabernet Sauvignon,0.26666666666666666,0.875,0.0,0.75,0.5,0.5
Weißwein,Semillon,0.28888888888888886,0.55,1.0,0.5,0.75,0.0
Weißwein,Moscato,0.12000000000000001,0.375,0.75,0.25,0.25,0.0
Rotwein,Cabernet Sauvignon,0.2777777777777778,0.875,0.0,0.5,0.75,0.75
Rotwein,Dolcetto,0.3,0.85,0.0,0.75,0.5,0.5
Rotwein,Barbera,0.3,0.85,0.0,0.75,0.5,0.5
Rotwein,Barbera,0.3,0.85,0.0,0.75,0.5,0.5
Rotwein,Nebbiolo,0.3,0.85,0.0,0.75,0.5,0.5
Rotwein,Merlot,0.3,0.85,0.0,0.5,0.75,0.5
Rotwein,Cabernet Sauvignon,0.32222222222222224,0.85,0.0,0.5,0.75,0.75
Rotwein,Cabernet Sauvignon,0.3111111111111111,0.85,0.0,0.5,0.75,0.75
Rotwein,Cabernet Sauvignon,0.2777777777777778,0.85,0.0,0.5,0.75,0.75
Weißwein,Chardonnay,0.2777777777777778,0.6,0.0,0.75,0.75,0.0
Weißwein,Chardonnay,0.2777777777777778,0.6,0.0,0.75,1.0,0.0
Weißwein,Chardonnay,0.2777777777777778,0.55,0.0,1.0,1.0,0.0
Weißwein,Chardonnay,0.26666666666666666,0.55,0.0,0.75,0.5,0.0
Rotwein,Pinot Noir,0.3111111111111111,0.85,0.0,0.75,0.5,0.25
Rotwein,Cabernet Sauvignon,0.3111111111111111,0.85,0.0,0.5,0.5,0.75
Weißwein,Chardonnay,0.3111111111111111,0.55,0.0,0.5,0.5,0.0
Weißwein,Chardonnay,0.31555555555555553,0.55,0.0,0.5,0.5,0.0
Rotwein,Cabernet Sauvignon,0.32,0.875,0.0,0.75,0.75,0.75
Rotwein,Syrah & Shiraz,0.3111111111111111,0.85,0.0,0.5,0.75,0.5
Rotwein,Syrah & Shiraz,0.3111111111111111,0.85,0.0,0.5,0.75,0.75
Weißwein,Viognier,0.0,0.0,0.0,0.5,0.5,0.0
Rotwein,Cabernet Sauvignon,0.3,0.85,0.0,0.5,0.75,0.75
Weißwein,Chardonnay,0.28888888888888886,0.55,0.0,0.5,0.5,0.0
Rotwein,Merlot,0.28888888888888886,0.85,0.0,0.5,0.5,0.5
Rotwein,Merlot,0.28888888888888886,0.875,0.0,0.5,0.5,0.25
Rotwein,Syrah & Shiraz,0.28888888888888886,0.85,0.0,0.5,0.75,0.75
Rotwein,Andere Weine,0.3111111111111111,0.85,0.0,0.5,0.75,0.5
Rotwein,Cabernet Sauvignon,0.3111111111111111,0.85,0.0,0.75,0.75,1.0
Weißwein,Chardonnay,0.32222222222222224,0.55,0.0,0.75,0.75,0.0
Rotwein,Pinot Noir,0.28888888888888886,0.8,0.0,0.75,0.5,0.5
Rotwein,Cabernet Sauvignon,0.3111111111111111,0.85,0.0,0.5,0.5,0.75
Weißwein,Chardonnay,0.3,0.55,0.0,0.5,0.5,0.0
Rotwein,Merlot,0.3111111111111111,0.85,0.25,0.5,0.5,0.25
Rotwein,Syrah & Shiraz,0.3111111111111111,0.85,0.0,0.75,0.5,0.5
Weißwein,Chardonnay,0.28888888888888886,0.55,0.0,0.75,0.75,0.0
Rotwein,Pinot Noir,0.29444444444444445,0.8,0.0,0.75,0.5,0.5
Weißwein,Sauvignon blanc,0.2777777777777778,0.55,0.0,0.5,0.75,0.0
Weißwein,Chardonnay,0.28888888888888886,0.55,0.0,0.75,0.5,0.0
Rotwein,Pinot Noir,0.3111111111111111,0.8,0.0,0.75,0.75,0.75
Weißwein,Sauvignon blanc,0.26666666666666666,0.55,0.0,0.75,0.5,0.0
Rotwein,Cabernet Sauvignon,0.28888888888888886,0.85,0.0,0.5,0.5,0.75
Rotwein,Sangiovese,0.28888888888888886,0.85,0.0,0.75,0.5,0.5
Rotwein,Sangiovese,0.32222222222222224,0.85,0.0,0.75,0.75,0.75
Rotwein,Sangiovese,0.3,0.85,0.0,0.5,0.5,0.5
Rotwein,Andere Weine,0.32222222222222224,0.85,0.0,0.5,0.75,0.75
Rotwein,Sangiovese,0.0,0.0,0.0,0.5,0.5,0.5
